customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,renewal_days,health_score,health_status,primary_risk_reasons,recommended_action,salesforce_update_date
CUST-103260,Crosby-Davis,Manufacturing,Professional,215399,351,51.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103261,Wu-Ramos,Financial Services,Starter,277985,298,55.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103262,"Diaz, Jones and Beltran",Financial Services,Professional,286665,5,61.8,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103263,Avila Inc,Manufacturing,Professional,190638,272,64.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103264,Carson and Sons,Education,Enterprise,99277,347,68.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103265,"Smith, Smith and Richards",Technology,Enterprise,84142,29,66.8,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103266,Gonzalez-Wright,Healthcare,Professional,229842,15,57.7,Watch,High support volume; No recent CSM touch; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-103267,"Ward, Mccarty and Oliver",Manufacturing,Starter,258405,104,73.5,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103268,White PLC,Technology,Starter,264246,275,54.9,Watch,Low active usage,Monitor,2026-06-27
CUST-103269,Roberson-Blair,Technology,Enterprise,246571,55,78.2,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103270,Rogers-Beck,Education,Starter,162363,345,62.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103271,"Mayer, Hammond and Peterson",Technology,Enterprise,196495,17,51.1,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103272,Wagner-Turner,Manufacturing,Starter,165700,110,63.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103273,Robinson-Rodgers,Technology,Enterprise,75722,20,60.8,Watch,High support volume; No recent CSM touch; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-103274,Flores LLC,Technology,Professional,196765,204,55.1,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103275,Coleman and Sons,Logistics,Enterprise,243989,183,64.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103276,Hill and Sons,Logistics,Enterprise,203195,73,70.9,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103277,Simpson Inc,Financial Services,Starter,225160,199,74.6,Healthy,Negative NPS; No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103278,Larson-Daugherty,Financial Services,Starter,115612,333,59.2,Watch,Low active usage,Monitor,2026-06-27
CUST-103279,"Ryan, White and Espinoza",Logistics,Enterprise,123086,356,74.3,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103280,Miller Ltd,Financial Services,Enterprise,83803,150,66.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103281,"Mcmahon, Scott and Flowers",Healthcare,Enterprise,170034,218,65.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103282,Ross-Noble,Financial Services,Starter,20110,24,65.6,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103283,"Johnson, Frazier and Williams",Logistics,Professional,261703,282,60.9,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103284,Stout-Sanders,Manufacturing,Enterprise,140486,315,52.0,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103285,Lucas-Douglas,Healthcare,Starter,59560,167,85.6,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103286,"Barton, Fox and Fernandez",Technology,Professional,273446,80,56.7,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103287,Lawrence-Lam,Financial Services,Professional,76109,127,77.6,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103288,Watkins-Curtis,Healthcare,Professional,298265,253,78.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103289,Watson Group,Education,Professional,207095,260,64.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103290,"Mckinney, Hughes and Johnson",Logistics,Starter,209331,344,58.0,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103291,Kelley Ltd,Healthcare,Starter,212987,152,66.0,Watch,Negative NPS,Monitor,2026-06-27
CUST-103292,"Kelly, Mathews and Galvan",Technology,Professional,158896,240,52.2,Watch,High support volume; Negative NPS,Review support history and escalate recurring issues,2026-06-27
CUST-103293,Humphrey Inc,Healthcare,Professional,65344,105,62.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103294,Lopez Ltd,Technology,Professional,201610,334,74.2,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103295,"Summers, Sanchez and Parsons",Manufacturing,Starter,44087,250,72.9,Healthy,Negative NPS,Monitor,2026-06-27
CUST-103296,Bender-Cruz,Technology,Professional,109366,38,69.7,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103297,Walsh-Gallegos,Logistics,Starter,252658,197,54.2,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-103298,"Williams, Rosales and Scott",Technology,Enterprise,148084,271,46.5,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103299,"Adams, Barron and Watkins",Financial Services,Starter,282634,230,58.4,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103300,Alvarado-White,Logistics,Professional,245475,350,63.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103301,"Duncan, Trevino and Hanson",Financial Services,Starter,120279,281,71.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103302,"Andrews, Jones and Orr",Financial Services,Enterprise,84542,65,65.3,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103303,Jones Ltd,Technology,Enterprise,276214,27,71.2,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103304,"Smith, Wise and Chavez",Education,Enterprise,150016,202,69.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103305,Wilson Group,Financial Services,Starter,187431,133,65.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103306,Casey-Hoover,Education,Starter,287160,243,54.2,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103307,Clark-Brandt,Education,Professional,183637,220,57.5,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103308,Sellers-Juarez,Logistics,Enterprise,112585,165,82.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103309,Miller-Pope,Technology,Enterprise,254941,174,65.2,Watch,Negative NPS,Monitor,2026-06-27
CUST-103310,Leon PLC,Education,Enterprise,52356,15,70.9,Healthy,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103311,"Wright, Thomas and Hawkins",Technology,Starter,106858,207,72.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103312,Smith-Murray,Manufacturing,Starter,120130,362,54.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103313,Barnes-Moran,Healthcare,Starter,66152,238,61.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103314,Campos-Miller,Technology,Starter,75277,217,57.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103315,"Henderson, Rowe and Barrett",Financial Services,Starter,296790,148,79.1,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103316,Murray-Roberts,Healthcare,Professional,133996,90,56.0,Watch,High support volume; Negative NPS; No recent CSM touch; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-103317,Chen PLC,Manufacturing,Enterprise,16122,92,56.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103318,Green Ltd,Education,Enterprise,228640,8,75.1,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103319,Peterson-Johnson,Financial Services,Professional,220415,40,61.2,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103320,Farmer PLC,Technology,Professional,49461,10,56.6,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103321,Mckinney-Barton,Technology,Starter,113721,176,49.8,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103322,Stafford-Smith,Manufacturing,Starter,115958,212,81.3,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103323,Brown-Richards,Technology,Enterprise,158623,115,66.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103324,Miller-Knight,Technology,Professional,158086,124,67.0,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-103325,Bradley LLC,Logistics,Professional,29045,167,68.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103326,"Lee, Torres and Olsen",Healthcare,Enterprise,182419,310,54.1,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-103327,Ramirez Ltd,Logistics,Starter,254230,253,70.3,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103328,Hamilton-Williams,Technology,Starter,73799,179,60.8,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-103329,Ingram Inc,Technology,Enterprise,77765,215,64.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103330,Everett-Gill,Technology,Starter,101991,284,55.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103331,Allen-Aguilar,Financial Services,Enterprise,268508,321,64.7,Watch,Low active usage,Monitor,2026-06-27
CUST-103332,"Brown, Beard and Rosales",Education,Enterprise,12299,223,78.2,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103333,Aguirre Inc,Financial Services,Professional,271607,12,58.0,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103334,Golden Inc,Education,Starter,66149,305,60.0,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-103335,"Logan, Mercado and Dean",Financial Services,Starter,206722,318,79.0,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-103336,Howell Group,Manufacturing,Starter,130054,179,63.1,Watch,Negative NPS,Monitor,2026-06-27
CUST-103337,"Reyes, Davis and Adams",Manufacturing,Starter,15439,184,68.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-103338,"Case, Floyd and Gentry",Financial Services,Starter,185741,59,68.1,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103339,"Craig, Owen and Rivera",Financial Services,Enterprise,160729,350,63.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103340,"Allen, Bell and Rodriguez",Education,Enterprise,276395,146,66.4,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103341,Sharp-Grant,Manufacturing,Starter,140766,151,75.4,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-103342,Simmons LLC,Manufacturing,Starter,235742,276,61.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103343,"Cohen, Pennington and Garcia",Financial Services,Professional,78230,47,61.6,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103344,"Smith, Saunders and Kirby",Education,Professional,186766,161,73.4,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103345,Payne LLC,Manufacturing,Starter,73815,255,73.2,Healthy,Negative NPS,Monitor,2026-06-27
CUST-103346,Medina LLC,Education,Professional,173999,143,63.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103347,"Baker, Hill and Wells",Education,Professional,107552,329,67.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103348,Bell-Williamson,Education,Starter,63269,93,73.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103349,Rice LLC,Financial Services,Starter,264506,206,67.5,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103350,Reese Ltd,Manufacturing,Enterprise,178986,261,70.1,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103351,Hooper-Mata,Manufacturing,Enterprise,65941,14,64.3,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103352,"Russell, Watson and Willis",Healthcare,Starter,131835,293,54.3,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-103353,"Silva, Cruz and Michael",Financial Services,Starter,84052,98,84.6,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103354,Tran Inc,Financial Services,Professional,132728,6,71.8,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103355,Johnson-Payne,Healthcare,Enterprise,85176,328,65.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103356,Taylor-Kaiser,Technology,Enterprise,243534,237,67.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103357,Flynn Group,Financial Services,Enterprise,78505,129,64.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-103358,Jackson-Conley,Manufacturing,Enterprise,297871,131,63.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103359,Bell and Sons,Healthcare,Enterprise,294958,93,60.5,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103360,"Richardson, Gonzalez and Lang",Technology,Professional,296547,22,68.5,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103361,Bray Group,Manufacturing,Starter,115952,88,73.6,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103362,Rice-Parker,Financial Services,Enterprise,61951,30,60.8,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-103363,"Farmer, Smith and Murillo",Healthcare,Enterprise,156146,171,50.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103364,Rodriguez Ltd,Education,Starter,288452,278,77.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103365,"Edwards, Ruiz and Barker",Manufacturing,Professional,262518,89,75.8,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103366,"Smith, Johnson and Wise",Manufacturing,Enterprise,264840,300,61.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103367,Rosario Ltd,Logistics,Professional,125616,192,59.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103368,Stewart-Mayo,Manufacturing,Starter,95374,180,69.2,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103369,Short-Wagner,Manufacturing,Professional,224721,229,65.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103370,Silva-Collins,Manufacturing,Enterprise,144095,7,75.7,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103371,Bryant-Perez,Healthcare,Professional,155406,292,61.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103372,"Johnson, Bradley and Black",Education,Enterprise,19048,336,73.8,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-103373,Hall-Fitzpatrick,Technology,Professional,82453,1,55.6,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103374,Jordan-Lozano,Education,Professional,39585,221,62.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-103375,"Shepard, Hammond and Boone",Logistics,Starter,161443,10,60.1,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103376,Mccarty Ltd,Education,Starter,56251,126,69.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103377,Welch-Wagner,Financial Services,Professional,96054,48,74.3,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-103378,Brown and Sons,Logistics,Starter,15035,215,60.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103379,"Miller, Holt and Flores",Logistics,Starter,266727,165,66.3,Watch,Negative NPS,Monitor,2026-06-27
CUST-103380,Santiago LLC,Healthcare,Professional,231144,224,69.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-103381,"Dunlap, Barron and Garrett",Logistics,Professional,287629,6,65.9,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103382,"Valentine, Wagner and Cox",Manufacturing,Professional,102945,217,58.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103383,Bailey PLC,Manufacturing,Enterprise,88867,57,73.8,Healthy,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103384,Cisneros-Acevedo,Healthcare,Starter,227150,330,49.4,At Risk,Low feature adoption; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103385,"Becker, Mcdaniel and Lyons",Technology,Professional,60839,71,58.9,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103386,Richards Ltd,Financial Services,Professional,194958,60,79.2,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103387,Lynn-Moore,Technology,Enterprise,255228,199,62.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103388,Curry and Sons,Technology,Enterprise,28591,107,67.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103389,"Johnston, Bradshaw and Spence",Financial Services,Professional,35594,36,62.9,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103390,Juarez-Curry,Education,Professional,280224,11,70.4,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103391,"Roach, Melton and Vargas",Manufacturing,Professional,110978,358,63.8,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103392,Maxwell-Lee,Technology,Professional,126920,137,72.0,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-103393,Griffith-May,Financial Services,Professional,126831,220,58.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103394,Torres-Zuniga,Education,Professional,215801,230,66.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103395,"Atkins, Harris and Garcia",Education,Professional,165837,116,70.8,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103396,Todd-Murphy,Financial Services,Enterprise,33738,240,78.0,Healthy,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103397,Walton Group,Healthcare,Enterprise,151576,7,49.7,At Risk,Negative NPS; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
